Payments history for,aarp0gscrepras0dzybhga6v8sx9us09sehja5x7y5
From,Tue Feb 01 2022 00:00:00 GMT+0530 (India Standard Time)
To,Tue Aug 16 2022 00:00:00 GMT+0530 (India Standard Time)
Total,4013.824564818559
№,date,txid,amount,status
24,1660487992,0xf7e789d51ef4ca5ae3288e02a2b4edb57021423ca31a2bb4cd2065d6a968cec2,1.84946449843,true
25,1660483902,0xa9cbd0e3208b0c9e131e1e8509d8ee16253dd48af2290eaed8edf8d4c378e427,1.33526614666,true
26,1660479855,0x8b9003a2a3ff97ada8b97afdeb4a87aa7d8b1678376d0201ec3fbd1bbb7e2feb,2.19375092325,true
27,1660475680,0x6b2de002454a3700c733df297dc83755a801986c0d554ce4303232b8caed4f5f,1.80000269681,true
28,1660471680,0xeeaf2f18d8e76eba2a20a550798aa90b8c4ac37a42b7385063aea7c68230b4b7,1.87996299642,true
29,1660467677,0x5e793604b4599ec995330ffd88048afa12f8c7d583ca6024f8bff35da0751f72,1.94438468408,true
30,1660463551,0xd8160be80a76f864a9da0b275a81ab87cac81acc49f16153b7479bc4fdc96e00,1.54864083729,true
31,1660459459,0x4e94a4144dca856fe71244b7e55a76d3c62e88470d50f85887e3ff65f62fb0a6,1.86498587091,true
32,1660455377,0x6fed46e67bd7397dc61f2e00b57663bb35829bfdadfd8074db113f9d09b37594,1.93189846782,true
33,1660451214,0x6bace60cd29595ad9755fa8f532554a966447c4cb615c81ba726b401b1758e22,1.98705907655,true
34,1660447042,0xe6843c2587490a01b30200b522b81e0e9c88f86104b99a43d2d5c8708e4c1cf6,1.76758392885,true
35,1660442959,0x91230070acd10adc930780f339cbe498690f40337a39a99dce0f05eaccdf6048,1.79370984015,true
36,1660438835,0xa9ec3bac57059bbc442bac005c27525e1fed3e24aeb35d4199d2648cdce229bd,2.01141615406,true
37,1660434750,0x9ad701393cec4cc9a4fec29e74bf8ee80d652af520d14a2e2f5a934c5d570871,2.0741965888,true
38,1660430659,0x407e836bc3d90422c8326e2fcddbdce60d6c28310e570d3918b7ce358551992b,1.96371569953,true
39,1660426454,0x13dfce8fe3df3698e18589a073bacaf1b9d4b37d26deebf4e8e947788ee326f4,1.96575905729,true
40,1660422372,0xee5dac0608239732c769a4e9a4d902063ac7a75493937e18bf32ce388c958a3a,2.03681616711,true
41,1660418247,0x75faeb7884a8cfea2aad4f21229519e0715f67b9cdfed54881b0158af5987d2e,1.77158964586,true
42,1660414072,0xbbcabb491bfdb0f828c395c019fe75130d1ba65c2a4e3602278960e805e21c41,1.4142192675,true
43,1660409990,0x2de369addc1f732d6ed692ab9a706af813aaab985ee45b3655340f0773271e81,2.12969991476,true
44,1660405899,0x7a7f89c5bbdcd700d8ebf7b4ff899f76be80d3ae08a8593a535112aa6e346edc,2.18759761317,true
45,1660401813,0x01b539e56a461a3e834ca065823587dc651d5455e8e0106fcc24d22ccfd23d75,2.29041694032,true
46,1660397686,0xd258acb008d26f30f6c3000b1dbd8a8f28f7cc2044b9378f9290ca14b1f8b794,1.18017284754,true
47,1660393595,0xa1abbc2fc01a7c4763687a76448d663b98da56d17b12951025603fe14fcbb9a6,1.65715241457,true
48,1660383419,0xf7104590c170aaffe6223110a1c39c043b6bd4e005c33940708a7789753faece,1.15609747512,true
49,1660375374,0xede60c19584621b7d7b8c6dd1bcb890b5bba7a7fd897f994f7ff1f5082f70242,2.10034882374,true
50,1660371243,0xa1c22b6805a11fac55fc3fb0aa0b9888701022762c2baa50fda25eb3630a2a68,1.90850571407,true
51,1660367283,0x3427ee59d8f8b07478c50e0f64ed882529d5ec8c2286757a5b31a06c22e18fb2,2.04772908522,true
52,1660363113,0x8ac00629adaf335df707661b3f8ed846c4ecdcf85a388656a77871b07561cf98,1.70623010078,true
53,1660359072,0x6637f63265a7e5f14b3e6455dda007925822ceca323ead87d793eac02332d163,1.94059340104,true
54,1660354976,0x234be82d153f234093e901e57576e66bff4648e2f1b6e314fc4d14c3c682bc21,1.92263878777,true
55,1660350886,0x0e1f3cd982f550f7762833522c8952d6a55e583983d9e5f11d007c2fe89cbb5a,1.83546468325,true
56,1660346838,0x1daff0c0e13a740dc468d8a1e595b49eda608547b69f2ba529cafb7b2f4b0487,1.88733325461,true
57,1660342753,0xbf5618a18815788dc864c42f4a27f7eb95aefd7669028fc10f62b75c25ef1262,1.92105243097,true
58,1660338714,0xecd624eba3c74e1290968363b90ff30aa3eb4f41439671e19938347f719f16ae,2.00649060597,true
59,1660334632,0xf54589e09b734c2f11e032f99ab4138fe9db22de95541b038159371a4b4e16af,1.76638247687,true
60,1660330496,0x910779d9ffbd0fb50b402fbafe3b6a184ade1a9b99186042ed08003c449f8d64,2.02058752662,true
61,1660326447,0xd8a0bd7cbdb8d6926218b615e0691e0669d670d923ec524668edb710dcd7894e,1.74995599935,true
62,1660322441,0xb4743f3d8caaf5b489b14fad8bf6f6c6364d8aa309a158223b90f3f103e70f4d,2.03500390935,true
63,1660318353,0x786cd426f957b68435173f47abc6a63dd27086578c4ee0d48bf18767868d0878,2.11198103701,true
64,1660314221,0x9c1b65a70c4b77fe882bcc5486170ae3df12c61a60cc6cc41ce24523b26cf84c,1.93357394855,true
65,1660310129,0xe469454568e14cc60ab299f3f3357dedbd7df4ec5d720c15934f57308f469ec4,1.91540837209,true
66,1660306000,0x7abc3b9b2ef5a73ecc0bc06546d34c12e31d3aec535a4baf88371cc87a850904,1.44985024652,true
67,1660299866,0xe242d8ac42e7629d641794aceceaf7c5b1ec031bf0a94a9c190ac0fd58387762,2.02861090829,true
68,1660295779,0x9388545d26326589911b8185f9c7b04b4df4d4c5e7f2e3cd4ffaf706eba6caab,1.86318771934,true
69,1660291691,0xc44ae94d4e636f8cac8019e8e3345a82b23411678178eafa715aab0cb70533cb,1.58179045901,true
70,1660287522,0x92483ca162611642a5b28619112953acd8c0c547ee0098ef60ec422ae20447b6,1.46254527612,true
71,1660283523,0x03df49d30fc855ac6dcbaf7f2068b3fb3a663ce50e22c20ef37dd91a069fed8f,1.89052732138,true
72,1660279433,0x176f87615de065bed29474ceb7b3af377f41458f430c09949d873d75a0bcf214,1.89472294333,true
73,1660275353,0xb03be31dd65f034296986a0c93836946f145510c67ca3951a2548137ef3dfaa3,1.5707867682,true
74,1660271269,0x187d86eb13698dca042c6a8f90da4a93cc38660ce3174826425715e1af6ea816,1.84976850748,true
75,1660267139,0x5e551fd0ec7ea0300ca390138bbbc8cfaea07c0c407f119239b75b2028ae48ff,1.64834506392,true
76,1660263096,0x21bc3cbfe0f5cc3e95d3d047b7f5410c78402d72004d621cfe6e481944853b4a,1.90102052987,true
77,1660259015,0x6bbb237f3056d855ccafdae32daf8a469c33f701f75e0ac9751e5525bf9e69d7,1.88214707819,true
78,1660254934,0x6efe920c8e7d5941875b9ba6570927d1f2e1dbb4964c784c63a5e03fb20671e7,2.04368744761,true
79,1660250853,0xa13e3924fec03c359b11de60b91eb9511d53802b3a311b9da0e73e306c344554,1.9946922611,true
80,1660246718,0x47b48352cc2ab3f8d7c2c2802fc09ed1d19d0aba34435ab5c8ef423800050bc8,2.12117604719,true
81,1660242636,0x3787fe59c8d39d2e86cd57ab80863cdab864a54ee010e683f2315ea3d14ade10,1.81303743441,true
82,1660238554,0xb06324cd867167cb78c651c1416a25dc3bffd0a89f92a1577fbb616040f458dc,1.932880599,true
83,1660234425,0xdc17f64224d24f6e2af5a72f31f303b5854b6e745903444ac54f9806d0c8b659,1.85654278524,true
84,1660230299,0x424ad432ff02b129b388df1008892f0c97ad9d79c4d85c7266c49d2800b0098c,2.146017735,true
85,1660226246,0x55765364d9cc58826a9bffd3f355049f8e423b011a976811f45f37af7d917868,2.07296066601,true
86,1660222117,0x781ade8539b4203555fa45340d58325e0c0f67bda996e4b50f9c39e670775ea8,1.76644315798,true
87,1660218034,0xc06f633d7cbdda9da218d1d25c6d736b01ad35694dc1dccc13b61d4dfc61f205,1.8386199561,true
88,1660213866,0xe452fd2a6ead9a9c956022195930993e144dc32c4461d4eb6221cfa84223ba61,1.83017783848,true
89,1660209783,0x3b54f9525f56ef234bdf64f7cd302d30cc866164177f81410a47b3bc154b9d48,1.11845451886,true
90,1660205739,0x45eaf0771bf7c95d9bbebd396d95bff49448637287fa506b56649ceb40d4a5b5,1.25252463628,true
91,1660201658,0xc3a67688d0eaf7e6acb1fbbbac443b898b367023673c85cf6100c18d07fc5c16,2.01732743838,true
92,1660197448,0x3dbb86cd02e08cfa1ae43bc59582848bc6c7eee0995c908f291f1afb456e54e7,1.9222830015,true
93,1660193277,0x6a53abe8004da1357cf99660874a305803af514537a4cf93acec03da86906692,1.78352135972,true
94,1660189232,0x691b206810ebd2d7bf55089165032f9c1d369bb60456abf98c46b9d76b0634d5,1.87257854751,true
95,1660185150,0x061781fd74c2f23fd3c3e9c5b171a85834c3d299fa827c4bbc858e20b5e5cdb2,1.69877307486,true
96,1660181072,0x0da875f6418299aa5074686e85f529219c7e11d082d13d021f7717f053e94ee6,1.77262379569,true
97,1660177074,0x736bdefd69f387107bbacf696aa25ae3d55aff83e4186b5864519e283bcde3be,2.07778801497,true
98,1660172901,0x9d1ff949c37ad5178b108c84e52785a61fd5d25e25d7201b836b9ed6a151d71b,1.71529032178,true
99,1660168902,0x83abb1e0ccd149a400653a8e14e3032c95a6cded67aab01962079cb26143352b,2.07953455673,true
100,1660164778,0x532475f2fa781b59b702b6eebc0da9a6e9394eea22980c5958eb0bff5b6a3141,2.09506853014,true
101,1660160655,0x672b83222dd022d54253a71c651a92b626523f7b314c7ef3a2e3f413b3f84a41,1.77686505149,true
102,1660156522,0x840fbfb568c771a2a25d0852261088cc84d76cd6caad1a50761af67ac452382e,1.84881654556,true
103,1660152395,0xe4587c5d7c739b952d8ae79f5568d4a16258fda317e7d5d682fd6fe6b1aa1b69,2.2449220834,true
104,1660148260,0xfe7f2bf00f15f4a53d3d098152a95b50e869683c738b1fd89ddfe8eef75f5c48,1.89241070698,true
105,1660144174,0x741cad1202c7023ecb2f68297dc9c9710b7c8b29323253bb1f4c2fd818520b2b,2.03861261689,true
106,1660140041,0xb5ca79a5b0bddaa596d342373bac85bab2ba376a99b44bd4cb01a32581188682,2.06648360482,true
107,1660135914,0xe483b8ecd1cc1a60a83638e3c1ed6a1efb1bf6847927ab7854d40bab48481735,1.10179069139,true
108,1660131831,0x4c8a5471c1def3c201f92f6c6461adc3fde17009a7542c8b74e466b4ffbdd545,2.09023081519,true
109,1660127708,0x809ec478972d45f24d5af14aca3c17fef64e89b94acb7be59165a2ce0fb9b093,2.01382702436,true
110,1660123495,0x8a4a6bc0a3484e93709a2331b6c78dca934abbd0171de89dd50f7e8b45cd3d77,1.80517041132,true
111,1660119402,0xa5be7c3032f55c5333db7cbc3ee693b4ec12689a197dbc299f43c47d748f01e1,2.03340283638,true
112,1660115233,0x34c777eefc653621c9d4010bf3586b1d1af1640ed6175f4aa24afbdae3c5c4df,1.82146697525,true
113,1660111147,0xa937027dd2d759ac1d26b2fc4d5feeddb6d5c8944e96aeac7e93706aacf83b67,1.95804856252,true
114,1660107101,0xa612596a169107002797e842f151a2fbdf591a029c6da993ac1b139052a5dcb7,1.90149342351,true
115,1660102887,0x59f74454eb64e48871716e738106800c4131e8c3bb47e892fc710675b6370beb,1.87396496383,true
116,1660098798,0x5d9e7c2b8f450aae2faa6c8dfa6583b830d8b14b9d48665fa43f4a9a5802480c,2.1982303711,true
117,1660094711,0x7f2dd254d2797becb3c98e6e17e23ab242ec8b78d6fde0549ba5840c7ae39b51,1.90827963279,true
118,1660090581,0xbd07db1c8afcdbd2225ded40f60d50921f246e85f42188652650a5c439af80fd,2.00019218274,true
119,1660086441,0x8d98a3b25118ec34f19332c569ab5f5d8ced11546bef8167c5dcfd9fbdfaea67,1.85836241602,true
120,1660082357,0x82e1bb366f6d2836d51681c9367aee797eeea909d7200d574f8f877d610d30c3,1.90803580603,true
121,1660078227,0x3c617b37074c32408deb1bdabb09de06b876556cd20e8e477ed5a2686afb012a,1.9339082128,true
122,1660074017,0x0d1096711e6d8b892f92a9dc6d833e13fbf6231f39d74730e6b1f38080cf42d7,1.74982797133,true
123,1660069879,0x88955e27520f3ee487238d21e6cb2fd1d43308aba9b3b5b29f3928ac5e969119,1.6634824262,true
124,1660065754,0xf067daa2e14e60619ce6be685cb734effc56fc30559aa52e4c00a74dbb183055,1.88990487734,true
125,1660061672,0x0754edf2a5eff304fc20cc3df3ce1f2c8b13586c2f28676ccc5ceb0bc819bf7a,1.80942420838,true
126,1660057543,0xc2d7a2aee112ac600a3a478ac58046e251f74bfcc4761c15506f80ab73caf170,1.80048568686,true
127,1660053378,0x9ea156acb425b47c31922f4bb631492f29c177af0290542bd98781cc1ca2dbbc,2.09690562991,true
128,1660049240,0xd3d209e64e435a6e222512c45d11e93ff7950412701e77e8a41aba1d5679075d,1.81539119406,true
129,1660045075,0xf8c3e13b58ae3899dd0dd4f960c0c10516c6d0c8fc5e2bf2414c3417f1fc3b63,1.0430495375,true
130,1660034776,0xa3efd078da0f5021a69ed0d41f83cbdea2cfc251db44e5eb3ba7848b2e194355,1.0165131065,true
131,1660030603,0x7700c22d882050a2bf02362465b1f5e7932d2b60bea1d75ec65caef63abd701d,1.95322525219,true
132,1660026516,0x46b3b6e834bd1979cdeb7257ec9f51d6ba69ebcea12f942ffe7d2df9aa894c98,1.72044619878,true
133,1660022353,0x7f22f77e5fb9f75e0fa52d90136c6fe06e7899fd09ff89929e40fb5d9df27847,1.29169886355,true
134,1660018267,0xb9921dcda2e1804a1f8ea28059f3292e4849fce8164f35b26bb8141ce53708f8,1.70518494544,true
135,1660014140,0x9e6b8fb3dcbf4ab8650fc6acfd95aff74c590ea6f65f9de913a2303f95cd6992,1.79824331204,true
136,1660007972,0xa052a0b493e9ff7d45ef312725915ed8cf11d7e8d6f1f2efaec403e0fd3b612d,1.88940765054,true
137,1660003849,0xf5bfd6b5ae5339b7d71f15961ca4988735147fdd27100d75befc87e5ff45e2f4,1.91120829128,true
138,1659999677,0x0f3e0bf799ae4646451618762d19eacef589497c46d12524a0472100c59b29cb,1.69192642511,true
139,1659995511,0xe3fad3eca81f6175797b01244acfb90a0ee78fef0711a33780af4551ec53d2d5,1.88987876658,true
140,1659991466,0x979d5f68edb64410c56f2def8b20ed7f2801206e3c6b90b80acee548ccaf6985,1.99848802086,true
141,1659987302,0xdf9c8b2a96e05930881621e9765ab8aa97e8556b48a48caeb21e852efda850b5,2.02496986455,true
142,1659983220,0xa257ab3aa20c8daa38fb3f69d2fa33d5b6d02ba9645fb03d4bfcf4f54f1171fa,1.91805554329,true
143,1659979053,0x4816683fa7577cad2369018882ae4d545d04a100c3d1db5bcbbe4c8949b1ef2f,1.87288930862,true
144,1659974925,0xc89e1c937685a580d72ad936b4b2b6b4855eca3ee3172478d377bbfdfc9d3a05,1.70692838684,true
145,1659970838,0x4ff5d704a6f844d9ab21824673c99fc573c009316d70dc0809c19328baf8a60d,1.17552338657,true
146,1659966676,0x21612afd9b2138045d1bca68a330429b382d07b2d6276959285a93d1db8daf22,1.5385942476,true
147,1659962553,0xcc0e1fe00c4f2a92899a9d203f00ffc4db102fc12e0cf3b95636c299fa643513,1.90590156157,true
148,1659958426,0x2a78ec4818d3b6cde055ccb5dffb7723b35c59ce43881d1f96e0205970d53194,2.03234797668,true
149,1659954340,0x0b79994f6e3fa1ccd46ef52c8f155ecf26d22fa9763d394b7cc176aa5ea11795,2.20298179264,true
150,1659950175,0x45aae825d122f5b1c9e9a0f107e8bec9afd3bef52eeda018d11097b1337574f4,1.77242359781,true
151,1659946047,0x4253c6960af10585919be9aa07de97c6790863b9fe93c27b2c69273f1a95c44b,2.03335367362,true
152,1659941919,0x95053f291f96bf6510c203d06d40c8440f76ac9eccd827ea03bf8012ffd0cf4e,1.80290618139,true
153,1659937749,0xb9a4ba93954caad54f7d69cc9a3fd6bdaaa814696c21097e12e95be79377cd47,1.90192906671,true
154,1659933664,0xed34dad4e71d231809dd65ef3ee2d4be1d50d8a2534e54a7280c2db1271f6405,1.92171425472,true
155,1659929583,0xc4c8c54c957ac7f8c2554ae203f8809f3f77ddbec5e9c2a6f104765cab8a12ce,1.0783667037,true
156,1659925537,0xdf7900b0ec4b4a87cd5abc98e68bbac0f6dc0a24d724138eb1c1dce67369b856,1.77080106878,true
157,1659921412,0x40de019ed2edb992effd36a932d7ecf23182a8e72930703fe106d6b3b1b3e10c,1.97009117299,true
158,1659917242,0x2ccf927e02b7ef1671129dc669a35f4872c24571108a4e67904bf367d95b2ca0,1.7532600845,true
159,1659913160,0x99d2df9254d390e98c2d0d7a0b77d1b3cad881ca67328a0c5372002a3dde6492,1.8252899441,true
160,1659908997,0xdd183b4cfa40c58bb817cf0b2959ceea4bfd568e4d5dc2043c59f8df1535f98f,1.82022481297,true
161,1659904951,0x38be5d65fedf1518883252ba5555cc72e4eda827b9f8cb63b0aad1ba594fb1f6,1.7483793662,true
162,1659900789,0xffaf0d49724809c1595fdd436d0d24057cf53520bc72c5253961b3dbca6268db,1.79129396648,true
163,1659896747,0x76360d97c20897da40ec3bc904e25851eb0235569ff492e5eb3e45c24f43c377,1.77732172896,true
164,1659892623,0xc439dc9c59497c46c7b6fd111dc7935dcb6e54887b97bfbed91597a116e8f5e2,2.04793822446,true
165,1659888492,0x92e0202005c7ecc31330fa38f73b73e42ab71315990565f2e0b4391df667b345,2.10654539805,true
166,1659884364,0x2a7cccbce601a2a17c5e7952ec1da9f4835708179049685f2411c85dbc8dbdfb,1.97462362473,true
167,1659880154,0x2e0e49ab8da81bc0ac8da774bb78a5bf846405fdfe34d7708e7f501046a691b3,1.89846201811,true
168,1659876071,0x373ebfdf649c02f560883dde142d159b832a6146cba08a3b186c74e60715b6b3,1.85353003703,true
169,1659871946,0xdc9448cbbb2039e56bae0ad73641450b25105df5dc6bfc64402a15b69994b621,2.05325311201,true
170,1659867821,0xef6ce351564a6f17049f4417740fefc7320c0c0062628f9224b619a0f0ad65bb,1.72507802173,true
171,1659863695,0x579ca0c1c4f142ff2207c4543c47227f9f5d047c70120a5cd8a64d60b56bd9c8,1.4182812272,true
172,1659859473,0x8d5db0ae476a8a7d51484073220ec8ee33c42f1ee86f3e93d496e8551eb99b4c,1.52542951549,true
173,1659855388,0x377c61205d3f90976667cc7a1129dd8d2da3402d0c2be016500779caaaa1ccb9,1.46147258593,true
174,1659851262,0xfe87a65c020f9b4a723ed90628770730cdc2981162733b6d0b0e78852cc7df7d,2.02373059525,true
175,1659847097,0x33cce9960a65d28d1a95eb168ccf38f5eabaf3ea2056eb2b15269f332c114b06,1.75981549302,true
176,1659842930,0x429dd674fef95dd88b879bca831bde39bf22307660dae1c9cb0c5ae89a5998fd,1.64357563095,true
177,1659838886,0x2bbea07d63a091310a90b219e1114450959c3f2894e82e0cfb1e4a7cfafbd506,1.88829552933,true
178,1659834717,0x1fffec26d266addc3bc036c8f38c5814af4fe8ee6ea31ab2752c7d6c609c9c71,1.64035132666,true
179,1659830551,0x6012c9274a7ede85c6cbed69dfd60d08c04bce78c6846be840e94249c33a7d73,1.97892793436,true
180,1659826420,0x76f37e732984821e2345aca114fa37bb46e67fedce1ca8b1ae801e4e089a330b,1.90272140427,true
181,1659822209,0x4a416805f173ed0bb3200d347ffd4d5fdb358852c3d36369244d54d1527954ed,1.97343978896,true
182,1659818088,0xda5240d181277763f9996ba6302a6ecd145351f4c58cba4f0e2fd2dccd8a3a3b,1.72091337448,true
183,1659813959,0xbbb2d4e7518fd21208b6ebe3e865ffbb634202f83b5dc245dbeb083d684962c1,1.76348374134,true
184,1659809836,0xc914b826bd55229b12ec917a23cccd5c60a69d6f8e8cde54fb41cc943d0d7f5a,2.03509904019,true
185,1659805795,0x90c1b489612da8b082786c4d5c0c8e48e76a0fb3fb193cae254ae6810b14910f,1.94429509961,true
186,1659801709,0xc7d72179b62eb36b76f04402e8828594a8dc4113d0207c7054d4c2b583b76a97,2.13097066628,true
187,1659797624,0x508d0d7f4fbad07b374d6156337d654d7379fb72649c50c13caf03c8198614b1,1.90054355922,true
188,1659793497,0x65a541ac30df7fed0fa51a374663a0a49e6172196f4a289df5623a39ccfefdcf,1.82192834282,true
189,1659789290,0xb38ac877c4547e5dee695dd1d8c7ef9b8de4c2b10d1aea492e3fed20d90544a7,1.58440067359,true
190,1659785241,0xf02446fa62f306fb5bbe3d3defffa3516570da01ebf0d9167dd2aac998bd717f,2.01594952391,true
191,1659781117,0x39475d17647c1dc5d63ba9483f1c2535e161eb051f9522e701ab86651059a350,1.63034253685,true
192,1659777075,0xff26c4172b6c96d8ec35cc4c274809871738e8151860022b8d855b11bed7afd0,1.5296814943,true
193,1659772947,0x5ac6a99de215edcbb54aabfe092fae864bdf3d46f8ca6d5f3a2072eae193242d,1.44984985359,true
194,1659768815,0xb6dd39a8eb59d14f2b5d400153c60de501ee33889d4d631da7789ba896a08bd2,1.22759704614,true
195,1659764763,0xf19342111704209eae744a392fda35a8bc0b726e5fed5d10787327ebae466812,1.68245460929,true
196,1659760636,0xc2f35a0484010a0821f64f955ca2ece393b7f8164e86eb2068f334bd84c89b3e,1.71824240677,true
197,1659756469,0xa23041bab9d1a29ed3cdca91217bdbe1828d4cb9926048b9195cc87e08787c45,1.69692145,true
198,1659752343,0x351903416557c723698511dfe2f595da33473167e8230a54ec8eeb1f1bf0a527,1.79926144249,true
199,1659748295,0x171c4605b85c215e1bf542498bc246cbd74cfef539cebf82d54e4393d49175da,1.78836697185,true
200,1659744133,0xf478f561f5a8b8bd80b29cbcf5aaf3beb92dc56f48c8428a4dcfb7ca8ab9bc26,2.02177468032,true
201,1659740003,0xb670498e4b2b96cfa492d4f7030d0ccf55be4387700854bfabdfcb1d706ccf1a,2.11983605083,true
202,1659735877,0xf1c5d7243b270695616c586b1c1af698285f10aaed6664d7ffd4c6dcceeab524,1.84499904114,true
203,1659731712,0x12c6a985165d9860057487edaf1e1a3c1f56df1fdb3041382fb1da1d82326436,1.89874414208,true
204,1659727496,0xad261087f1a20960727f941a17e3c6a0457eaf11675a0c04cd61b8f76bd4207a,2.03104403527,true
205,1659723324,0x97dd5639d17d5b786e77e6895c4207f18395be7e9931f1a33fc433a665a7dfc2,1.74835933648,true
206,1659719150,0x225c0da47e4b5e86e5af70a90815d79c121959c59b485cc7737265b80b5891d7,2.03171404883,true
207,1659715103,0xa138f65e5a229c2395b0e861e2ce5da996aba9b99329942a00508179dd601173,2.02703506564,true
208,1659710974,0x76bad909629c863f84540f92c9932e52bcd8f17c487a17e784c01c5024774946,2.07652795607,true
209,1659706834,0x92a89124036d6becb3b6eea395414d0ba96adbbbb84ab105dfb5aa5153144d72,2.1205532585,true
210,1659702792,0xa29318dc2646255f215970f444a8c7571b429b9b30b0767e9d874a9c6af70e60,1.90612990639,true
211,1659698666,0x6f4d6b43c5d751e70a57868730fe7cbffdfb79ef6c3d72cbf2c00469778cc67a,1.16891293194,true
212,1659694499,0x0f0e3fc5103d03259dced34b80b9335761967c1a94612fcbe249d9853ce78247,2.10819348633,true
213,1659690319,0x35fdd062aa6646065c4bf6b44e376e2172f093ba79f83758bdbab5ddaf0fcb59,1.9360565659,true
214,1659686276,0x41a36d8b66d46f7312ebac80407e9d27282f1694f35533330febf61e425b6197,2.03101530459,true
215,1659682194,0xf42f13f7cb73140866aca7f873c43bfe6cffb48df32372cf2aa81e3cfad8630a,1.84626558163,true
216,1659678029,0xc31f3d3a0022ff126d93ddf6da4233fbc94eaa4e43f6c953e96b99f310f72e02,1.78787080578,true
217,1659673945,0x7fff81bd8928bd32c094f6298e8beaa997874d7781a4cf2d24380523233d418e,1.77915862364,true
218,1659669819,0x08aae90a9d4475f1f470ac9061d2d5b2c485125aeea238ef4bf86a8c2d4b366f,1.71552681491,true
219,1659665738,0xaea584a0a75ea16b8fb4b38652425ea315f72d93084d664939a0865c3f2b6a7b,1.9397893632,true
220,1659661692,0x4654c4823d1414dabc5927ca8d82ef8e7b932b1eacdfd535911e4bb62fe1f12d,1.9339337282,true
221,1659657568,0x13e080cb2e2ad11586548796067d58b16a3f9cb7b6357d6dbf0f516a6e7e520d,1.85702096722,true
222,1659653485,0xc52731ecdf405c6f97f0de9a6d8c33379d852cad21c75f7860fb38b9b2935096,1.725996832,true
223,1659649406,0x811b4fe143f8e4ac992e4aa24453619ca776c43cc19cfcd68c4d25ae25d53a28,1.89596347444,true
224,1659645188,0x2847ef94058451a103d1749280ebacd2e2ac8f0a55069a4ed095184013b12a95,1.79657026449,true
225,1659641108,0xc39b4e4077eb145e9c6c5b77fd294a530ed1f24c7c56ad2a70e454860f57f612,1.83682262699,true
